Region,County,First Dose,Series Complete,Report as of
Capital Region,Saratoga,179745,166588,12/24/2021
Mid-Hudson,Rockland,214937,192342,12/24/2021
New York City,Richmond,358420,325590,12/24/2021
Capital Region,Rensselaer,112431,103893,12/24/2021
New York City,Queens,2005625,1800843,12/24/2021
Mid-Hudson,Putnam,77751,69383,12/24/2021
Mohawk Valley,Otsego,38471,35851,12/24/2021
Central New York,Oswego,75068,70502,12/24/2021
Finger Lakes,Orleans,23182,21664,12/24/2021
Mid-Hudson,Orange,243838,220440,12/24/2021
Finger Lakes,Ontario,81047,75860,12/24/2021
Central New York,Onondaga,346273,318175,12/24/2021
Western New York,Niagara,142833,133055,12/24/2021
New York City,New York,1469797,1283744,12/24/2021
Long Island,Nassau,1162707,1053185,12/24/2021
Mohawk Valley,Montgomery,33487,31274,12/24/2021
Finger Lakes,Monroe,546952,508535,12/24/2021
Central New York,Madison,52145,48442,12/24/2021
Finger Lakes,Livingston,38629,36329,12/24/2021
North Country,Lewis,13836,13028,12/24/2021
New York City,Kings,1881091,1682860,12/24/2021
North Country,Jefferson,70935,59068,12/24/2021
Mohawk Valley,Herkimer,35260,32765,12/24/2021
North Country,Hamilton,3437,3174,12/24/2021
Capital Region,Greene,30742,27922,12/24/2021
Finger Lakes,Genesee,36080,33807,12/24/2021
Mohawk Valley,Fulton,28730,26724,12/24/2021
North Country,Franklin,29376,27149,12/24/2021
North Country,Essex,26484,24626,12/24/2021
Western New York,Erie,671964,620543,12/24/2021
Mid-Hudson,Dutchess,215681,193630,12/24/2021
Southern Tier,Delaware,25270,23314,12/24/2021
Central New York,Cortland,28258,26504,12/24/2021
Capital Region,Columbia,43804,39844,12/24/2021
North Country,Clinton,56009,52264,12/24/2021
Southern Tier,Chenango,29893,27805,12/24/2021
Southern Tier,Chemung,46753,43627,12/24/2021
Western New York,Chautauqua,77195,70171,12/24/2021
Central New York,Cayuga,47484,44049,12/24/2021
Western New York,Cattaraugus,41744,38310,12/24/2021
Southern Tier,Broome,127691,118922,12/24/2021
New York City,Bronx,1081097,948488,12/24/2021
Western New York,Allegany,22170,20575,12/24/2021
Capital Region,Albany,237478,216306,12/24/2021
Western New York,Allegany,22162,20573,12/23/2021
Finger Lakes,Yates,14012,12954,12/23/2021
Finger Lakes,Wyoming,22201,20792,12/23/2021
Mid-Hudson,Westchester,809755,725533,12/23/2021
Finger Lakes,Wayne,62186,58144,12/23/2021
Capital Region,Washington,40124,37511,12/23/2021
Capital Region,Warren,50191,46541,12/23/2021
Mid-Hudson,Ulster,139731,127169,12/23/2021
Southern Tier,Tompkins,80721,74679,12/23/2021
Southern Tier,Tioga,24540,23118,12/23/2021
Mid-Hudson,Sullivan,47732,42910,12/23/2021
Long Island,Suffolk,1152806,1044301,12/23/2021
Southern Tier,Steuben,53222,49672,12/23/2021
North Country,St. Lawrence,67793,62977,12/23/2021
Finger Lakes,Seneca,18688,17404,12/23/2021
Southern Tier,Schuyler,10774,9962,12/23/2021
Mohawk Valley,Schoharie,18551,17537,12/23/2021
Capital Region,Schenectady,128211,117994,12/23/2021
Capital Region,Saratoga,179633,166509,12/23/2021
Mid-Hudson,Rockland,214762,192258,12/23/2021
New York City,Richmond,357796,325334,12/23/2021
Capital Region,Rensselaer,112367,103845,12/23/2021
New York City,Queens,2002261,1799414,12/23/2021
Mid-Hudson,Putnam,77681,69342,12/23/2021
Mohawk Valley,Otsego,38436,35831,12/23/2021
Central New York,Oswego,75043,70484,12/23/2021
Finger Lakes,Orleans,23159,21655,12/23/2021
Mid-Hudson,Orange,243565,220295,12/23/2021
Finger Lakes,Ontario,80991,75829,12/23/2021
Central New York,Onondaga,346060,317983,12/23/2021
Capital Region,Albany,237330,216189,12/23/2021
Mohawk Valley,Oneida,146970,135384,12/23/2021
Western New York,Niagara,142695,132988,12/23/2021
New York City,New York,1467655,1283070,12/23/2021
Long Island,Nassau,1161440,1052516,12/23/2021
Mohawk Valley,Montgomery,33468,31267,12/23/2021
Finger Lakes,Monroe,546512,508264,12/23/2021
Central New York,Madison,52114,48421,12/23/2021
Finger Lakes,Livingston,38604,36310,12/23/2021
North Country,Lewis,13831,13022,12/23/2021
New York City,Kings,1877490,1681398,12/23/2021
North Country,Jefferson,70911,59045,12/23/2021
Mohawk Valley,Herkimer,35247,32747,12/23/2021
North Country,Hamilton,3436,3174,12/23/2021
Capital Region,Greene,30695,27880,12/23/2021
Finger Lakes,Genesee,36056,33794,12/23/2021
Mohawk Valley,Fulton,28714,26706,12/23/2021
North Country,Franklin,29367,27141,12/23/2021
North Country,Essex,26478,24624,12/23/2021
Western New York,Erie,671487,620191,12/23/2021
Mid-Hudson,Dutchess,215534,193549,12/23/2021
Southern Tier,Delaware,25246,23294,12/23/2021
Central New York,Cortland,28239,26488,12/23/2021
Capital Region,Columbia,43772,39827,12/23/2021
North Country,Clinton,55998,52254,12/23/2021
Southern Tier,Chenango,29875,27790,12/23/2021
Southern Tier,Chemung,46728,43610,12/23/2021
Western New York,Chautauqua,77106,70118,12/23/2021
Central New York,Cayuga,47453,44017,12/23/2021
Western New York,Cattaraugus,41715,38294,12/23/2021
Southern Tier,Broome,127596,118864,12/23/2021
New York City,Bronx,1079371,947911,12/23/2021
Western New York,Niagara,142547,132888,12/22/2021
Finger Lakes,Yates,14004,12948,12/22/2021
Finger Lakes,Wyoming,22181,20783,12/22/2021
Mid-Hudson,Westchester,808408,724698,12/22/2021
Finger Lakes,Wayne,62090,58055,12/22/2021
Capital Region,Washington,40085,37463,12/22/2021
Capital Region,Warren,50137,46474,12/22/2021
Mid-Hudson,Ulster,139608,127076,12/22/2021
Southern Tier,Tompkins,80619,74633,12/22/2021
Southern Tier,Tioga,24521,23099,12/22/2021
Mid-Hudson,Sullivan,47657,42868,12/22/2021
Long Island,Suffolk,1151347,1043471,12/22/2021
Southern Tier,Steuben,53165,49626,12/22/2021
North Country,St. Lawrence,67730,62927,12/22/2021
Finger Lakes,Seneca,18663,17393,12/22/2021
Southern Tier,Schuyler,10771,9959,12/22/2021
Mohawk Valley,Schoharie,18533,17526,12/22/2021
Capital Region,Schenectady,128070,117894,12/22/2021
Capital Region,Saratoga,179445,166332,12/22/2021
Mid-Hudson,Rockland,214378,192031,12/22/2021
New York City,Richmond,356902,324899,12/22/2021
Capital Region,Rensselaer,112262,103754,12/22/2021
New York City,Queens,1997312,1797143,12/22/2021
Mid-Hudson,Putnam,77568,69274,12/22/2021
Mohawk Valley,Otsego,38401,35788,12/22/2021
Central New York,Oswego,74965,70432,12/22/2021
Finger Lakes,Orleans,23119,21617,12/22/2021
Mid-Hudson,Orange,243073,219968,12/22/2021
Finger Lakes,Ontario,80940,75779,12/22/2021
Central New York,Onondaga,345671,317598,12/22/2021
Mohawk Valley,Oneida,146824,135185,12/22/2021
New York City,New York,1464388,1281649,12/22/2021
Long Island,Nassau,1159374,1051270,12/22/2021
Mohawk Valley,Montgomery,33444,31237,12/22/2021
Finger Lakes,Monroe,545913,507721,12/22/2021
Central New York,Madison,52043,48392,12/22/2021
Finger Lakes,Livingston,38579,36289,12/22/2021
North Country,Lewis,13825,13017,12/22/2021
New York City,Kings,1871837,1678843,12/22/2021
North Country,Jefferson,70809,58976,12/22/2021
Mohawk Valley,Herkimer,35202,32707,12/22/2021
North Country,Hamilton,3435,3174,12/22/2021
Capital Region,Greene,30640,27857,12/22/2021
Finger Lakes,Genesee,36008,33768,12/22/2021
Mohawk Valley,Fulton,28672,26673,12/22/2021
North Country,Franklin,29355,27055,12/22/2021
North Country,Essex,26458,24609,12/22/2021
Western New York,Erie,670625,619580,12/22/2021
Mid-Hudson,Dutchess,215213,193361,12/22/2021
Southern Tier,Delaware,25222,23275,12/22/2021
Central New York,Cortland,28215,26480,12/22/2021
Capital Region,Columbia,43733,39799,12/22/2021
North Country,Clinton,55945,52192,12/22/2021
Southern Tier,Chenango,29856,27770,12/22/2021
Southern Tier,Chemung,46693,43575,12/22/2021
Western New York,Chautauqua,76993,70053,12/22/2021
Central New York,Cayuga,47422,43992,12/22/2021
Western New York,Cattaraugus,41661,38236,12/22/2021
Southern Tier,Broome,127441,118747,12/22/2021
New York City,Bronx,1075616,946241,12/22/2021
Western New York,Allegany,22135,20555,12/22/2021
Capital Region,Albany,237052,215963,12/22/2021
Mohawk Valley,Oneida,146624,134976,12/21/2021
Finger Lakes,Yates,13967,12920,12/21/2021
Finger Lakes,Wyoming,22160,20764,12/21/2021
Mid-Hudson,Westchester,806735,723605,12/21/2021
Finger Lakes,Wayne,62027,57996,12/21/2021
Capital Region,Washington,40044,37426,12/21/2021
Capital Region,Warren,50108,46439,12/21/2021
Mid-Hudson,Ulster,139349,126850,12/21/2021
Southern Tier,Tompkins,80530,74579,12/21/2021
Southern Tier,Tioga,24458,23073,12/21/2021
Mid-Hudson,Sullivan,47571,42837,12/21/2021
Long Island,Suffolk,1149428,1042445,12/21/2021
Southern Tier,Steuben,53086,49574,12/21/2021
North Country,St. Lawrence,67666,62830,12/21/2021
Finger Lakes,Seneca,18648,17380,12/21/2021
Southern Tier,Schuyler,10764,9956,12/21/2021
Mohawk Valley,Schoharie,18516,17507,12/21/2021
Capital Region,Schenectady,127922,117789,12/21/2021
Capital Region,Saratoga,179260,166102,12/21/2021
Mid-Hudson,Rockland,213956,191722,12/21/2021
New York City,Richmond,355988,324530,12/21/2021
Capital Region,Rensselaer,112149,103678,12/21/2021
New York City,Queens,1992541,1795102,12/21/2021
Mid-Hudson,Putnam,77410,69196,12/21/2021
Mohawk Valley,Otsego,38352,35724,12/21/2021
Central New York,Oswego,74917,70391,12/21/2021
Finger Lakes,Orleans,23097,21601,12/21/2021
Mid-Hudson,Orange,242700,219694,12/21/2021
Finger Lakes,Ontario,80840,75600,12/21/2021
Central New York,Onondaga,345308,317292,12/21/2021
Western New York,Niagara,142389,132748,12/21/2021
New York City,New York,1460970,1280298,12/21/2021
Long Island,Nassau,1157238,1050106,12/21/2021
Mohawk Valley,Montgomery,33401,31206,12/21/2021
Finger Lakes,Monroe,545144,507150,12/21/2021
Central New York,Madison,52005,48343,12/21/2021
Finger Lakes,Livingston,38543,36255,12/21/2021
North Country,Lewis,13812,13005,12/21/2021
New York City,Kings,1866795,1676601,12/21/2021
North Country,Jefferson,70732,58906,12/21/2021
Mohawk Valley,Herkimer,35164,32686,12/21/2021
North Country,Hamilton,3433,3161,12/21/2021
Capital Region,Greene,30619,27838,12/21/2021
Finger Lakes,Genesee,35957,33726,12/21/2021
Mohawk Valley,Fulton,28645,26663,12/21/2021
North Country,Franklin,29321,27013,12/21/2021
North Country,Essex,26419,24595,12/21/2021
Western New York,Erie,669701,618511,12/21/2021
Mid-Hudson,Dutchess,214891,193169,12/21/2021
Southern Tier,Delaware,25195,23240,12/21/2021
Central New York,Cortland,28172,26451,12/21/2021
Capital Region,Columbia,43687,39776,12/21/2021
North Country,Clinton,55841,52157,12/21/2021
Southern Tier,Chenango,29847,27726,12/21/2021
Southern Tier,Chemung,46637,43510,12/21/2021
Western New York,Chautauqua,76869,69998,12/21/2021
Central New York,Cayuga,47376,43948,12/21/2021
Western New York,Cattaraugus,41600,38194,12/21/2021
Southern Tier,Broome,127289,118673,12/21/2021
New York City,Bronx,1071689,944493,12/21/2021
Western New York,Allegany,22114,20508,12/21/2021
Capital Region,Albany,236739,215759,12/21/2021
New York City,Bronx,1068234,942793,12/20/2021
Finger Lakes,Yates,13956,12912,12/20/2021
Finger Lakes,Wyoming,22132,20740,12/20/2021
Mid-Hudson,Westchester,805319,722602,12/20/2021
Finger Lakes,Wayne,61969,57953,12/20/2021
Capital Region,Washington,39984,37387,12/20/2021
Capital Region,Warren,50025,46390,12/20/2021
Mid-Hudson,Ulster,139248,126770,12/20/2021
Southern Tier,Tompkins,80415,74535,12/20/2021
Southern Tier,Tioga,24427,23061,12/20/2021
Mid-Hudson,Sullivan,47515,42815,12/20/2021
Long Island,Suffolk,1147941,1041531,12/20/2021
Southern Tier,Steuben,53041,49546,12/20/2021
North Country,St. Lawrence,67604,62748,12/20/2021
Finger Lakes,Seneca,18633,17369,12/20/2021
Southern Tier,Schuyler,10751,9949,12/20/2021
Mohawk Valley,Schoharie,18501,17498,12/20/2021
Capital Region,Schenectady,127779,117703,12/20/2021
Capital Region,Saratoga,179016,165929,12/20/2021
Mid-Hudson,Rockland,213546,191465,12/20/2021
New York City,Richmond,355218,324136,12/20/2021
Capital Region,Rensselaer,112029,103607,12/20/2021
New York City,Queens,1987906,1793089,12/20/2021
Mid-Hudson,Putnam,77287,69128,12/20/2021
Mohawk Valley,Otsego,38333,35707,12/20/2021
Central New York,Oswego,74868,70345,12/20/2021
Finger Lakes,Orleans,23061,21557,12/20/2021
Mid-Hudson,Orange,242358,219454,12/20/2021
Finger Lakes,Ontario,80784,75535,12/20/2021
Central New York,Onondaga,344957,316764,12/20/2021
Western New York,Allegany,22087,20441,12/20/2021
Mohawk Valley,Oneida,146457,134789,12/20/2021
Capital Region,Albany,236456,215586,12/20/2021
Western New York,Niagara,142133,132520,12/20/2021
New York City,New York,1457415,1278689,12/20/2021
Long Island,Nassau,1155333,1049160,12/20/2021
Mohawk Valley,Montgomery,33362,31185,12/20/2021
Finger Lakes,Monroe,544609,506751,12/20/2021
Central New York,Madison,51913,48271,12/20/2021
Finger Lakes,Livingston,38490,36218,12/20/2021
North Country,Lewis,13804,12993,12/20/2021
New York City,Kings,1861734,1674330,12/20/2021
North Country,Jefferson,70681,58743,12/20/2021
Mohawk Valley,Herkimer,35131,32669,12/20/2021
North Country,Hamilton,3428,3157,12/20/2021
Capital Region,Greene,30604,27814,12/20/2021
Finger Lakes,Genesee,35928,33670,12/20/2021
Mohawk Valley,Fulton,28618,26636,12/20/2021
North Country,Franklin,29306,26987,12/20/2021
North Country,Essex,26399,24577,12/20/2021
Western New York,Erie,668908,617763,12/20/2021
Mid-Hudson,Dutchess,214615,192996,12/20/2021
Southern Tier,Delaware,25184,23215,12/20/2021
Central New York,Cortland,28155,26433,12/20/2021
Capital Region,Columbia,43643,39742,12/20/2021
North Country,Clinton,55785,52108,12/20/2021
Southern Tier,Chenango,29820,27703,12/20/2021
Southern Tier,Chemung,46580,43457,12/20/2021
Western New York,Chautauqua,76765,69940,12/20/2021
Central New York,Cayuga,47321,43908,12/20/2021
Western New York,Cattaraugus,41525,38127,12/20/2021
Southern Tier,Broome,127085,118611,12/20/2021
Capital Region,Albany,236188,215429,12/19/2021
Finger Lakes,Yates,13942,12907,12/19/2021
Finger Lakes,Wyoming,22120,20721,12/19/2021
Mid-Hudson,Westchester,803785,721689,12/19/2021
Finger Lakes,Wayne,61924,57922,12/19/2021
Capital Region,Washington,39963,37367,12/19/2021
Capital Region,Warren,50005,46353,12/19/2021
Mid-Hudson,Ulster,139146,126689,12/19/2021
Southern Tier,Tompkins,80346,74488,12/19/2021
Southern Tier,Tioga,24413,23051,12/19/2021
Mid-Hudson,Sullivan,47372,42768,12/19/2021
Long Island,Suffolk,1146777,1040647,12/19/2021
Southern Tier,Steuben,53011,49518,12/19/2021
North Country,St. Lawrence,67545,62602,12/19/2021
Finger Lakes,Seneca,18621,17353,12/19/2021
Southern Tier,Schuyler,10733,9947,12/19/2021
Mohawk Valley,Schoharie,18489,17488,12/19/2021
Capital Region,Schenectady,127665,117599,12/19/2021
Capital Region,Saratoga,178822,165808,12/19/2021
Mid-Hudson,Rockland,213260,191235,12/19/2021
New York City,Richmond,354607,323849,12/19/2021
Capital Region,Rensselaer,111891,103552,12/19/2021
New York City,Queens,1984082,1791429,12/19/2021
Mid-Hudson,Putnam,77162,69064,12/19/2021
Mohawk Valley,Otsego,38317,35697,12/19/2021
Central New York,Oswego,74811,70296,12/19/2021
Finger Lakes,Orleans,23046,21537,12/19/2021
Mid-Hudson,Orange,241998,219224,12/19/2021
Finger Lakes,Ontario,80742,75485,12/19/2021
Central New York,Onondaga,344688,316506,12/19/2021
Mohawk Valley,Oneida,146359,134666,12/19/2021
Western New York,Niagara,142000,132428,12/19/2021
New York City,New York,1454429,1277414,12/19/2021
Long Island,Nassau,1153720,1048012,12/19/2021
Mohawk Valley,Montgomery,33329,31156,12/19/2021
Finger Lakes,Monroe,544186,506473,12/19/2021
Central New York,Madison,51862,48234,12/19/2021
Finger Lakes,Livingston,38465,36203,12/19/2021
North Country,Lewis,13765,12980,12/19/2021
New York City,Kings,1857438,1672272,12/19/2021
North Country,Jefferson,70607,58646,12/19/2021
Mohawk Valley,Herkimer,35108,32647,12/19/2021
North Country,Hamilton,3427,3157,12/19/2021
Capital Region,Greene,30581,27801,12/19/2021
Finger Lakes,Genesee,35912,33650,12/19/2021
Mohawk Valley,Fulton,28596,26610,12/19/2021
North Country,Franklin,29274,26965,12/19/2021
North Country,Essex,26367,24536,12/19/2021
Western New York,Erie,668268,617259,12/19/2021
Mid-Hudson,Dutchess,214399,192836,12/19/2021
Southern Tier,Delaware,25178,23206,12/19/2021
Central New York,Cortland,28130,26403,12/19/2021
Capital Region,Columbia,43553,39687,12/19/2021
North Country,Clinton,55731,51982,12/19/2021
Southern Tier,Chenango,29786,27690,12/19/2021
Southern Tier,Chemung,46537,43436,12/19/2021
Western New York,Chautauqua,76720,69914,12/19/2021
Central New York,Cayuga,47292,43882,12/19/2021
Western New York,Cattaraugus,41487,38079,12/19/2021
Southern Tier,Broome,127004,118544,12/19/2021
New York City,Bronx,1065298,941497,12/19/2021
Western New York,Allegany,22076,20417,12/19/2021
Mohawk Valley,Oneida,146300,134587,12/18/2021
Finger Lakes,Yates,13940,12901,12/18/2021
Finger Lakes,Wyoming,22111,20715,12/18/2021
Mid-Hudson,Westchester,803198,721219,12/18/2021
Finger Lakes,Wayne,61907,57876,12/18/2021
Capital Region,Washington,39945,37343,12/18/2021
Capital Region,Warren,49996,46334,12/18/2021
Mid-Hudson,Ulster,139074,126553,12/18/2021
Southern Tier,Tompkins,80265,74473,12/18/2021
Southern Tier,Tioga,24410,23047,12/18/2021
Mid-Hudson,Sullivan,47342,42742,12/18/2021
Long Island,Suffolk,1145951,1040016,12/18/2021
Southern Tier,Steuben,52987,49493,12/18/2021
North Country,St. Lawrence,67531,62589,12/18/2021
Finger Lakes,Seneca,18619,17349,12/18/2021
Southern Tier,Schuyler,10732,9945,12/18/2021
Mohawk Valley,Schoharie,18483,17483,12/18/2021
Capital Region,Schenectady,127609,117551,12/18/2021
Capital Region,Saratoga,178722,165681,12/18/2021
Mid-Hudson,Rockland,213110,191095,12/18/2021
New York City,Richmond,354313,323655,12/18/2021
Capital Region,Rensselaer,111855,103499,12/18/2021
New York City,Queens,1981841,1790157,12/18/2021
Mid-Hudson,Putnam,77119,69032,12/18/2021
Mohawk Valley,Otsego,38307,35690,12/18/2021
Central New York,Oswego,74790,70271,12/18/2021
Finger Lakes,Orleans,23039,21529,12/18/2021
Mid-Hudson,Orange,241861,219086,12/18/2021
Finger Lakes,Ontario,80706,75443,12/18/2021
Central New York,Onondaga,344519,316313,12/18/2021
Western New York,Niagara,141945,132374,12/18/2021
New York City,New York,1452905,1276804,12/18/2021
Long Island,Nassau,1152654,1047324,12/18/2021
Mohawk Valley,Montgomery,33322,31144,12/18/2021
Finger Lakes,Monroe,543822,505916,12/18/2021
Central New York,Madison,51852,48212,12/18/2021
Finger Lakes,Livingston,38445,36181,12/18/2021
North Country,Lewis,13764,12975,12/18/2021
New York City,Kings,1855344,1671110,12/18/2021
North Country,Jefferson,70580,58620,12/18/2021
Mohawk Valley,Herkimer,35098,32628,12/18/2021
North Country,Hamilton,3427,3155,12/18/2021
Capital Region,Greene,30571,27790,12/18/2021
Finger Lakes,Genesee,35902,33633,12/18/2021
Mohawk Valley,Fulton,28582,26597,12/18/2021
North Country,Franklin,29268,26959,12/18/2021
North Country,Essex,26366,24534,12/18/2021
Western New York,Erie,667816,616889,12/18/2021
Mid-Hudson,Dutchess,214167,192433,12/18/2021
Southern Tier,Delaware,25168,23199,12/18/2021
Central New York,Cortland,28121,26390,12/18/2021
Capital Region,Columbia,43534,39674,12/18/2021
North Country,Clinton,55725,51963,12/18/2021
Southern Tier,Chenango,29773,27685,12/18/2021
Southern Tier,Chemung,46526,43428,12/18/2021
Western New York,Chautauqua,76673,69866,12/18/2021
Central New York,Cayuga,47281,43871,12/18/2021
Western New York,Cattaraugus,41469,38072,12/18/2021
